Tarea,Inicio,Fin
"      LLENOS EN ARENILLA, compactados mecánicamente hasta obtener una densidad del 98% de la máxima obtenida en el ensayo del Próctor modificado. Incluye el suministro, transporte, colocación de la arenilla, la compactación de la misma y transporte interno. Y s",2024-08-30 07:00:00,2024-09-21 17:00:00
"      LLENOS EN MATERIAL PROVENIENTES DE LA EXCAVACIÓN, compactados mecánicamente hasta obtener una densidad del 95% de la máxima obtenida en el ensayo del próctor modificado. Incluye transporte interno. Su medida será en sitio ya compactado.",2024-08-30 07:00:00,2024-09-21 17:00:00
"      Suministro, transporte y colocación de base granular de máximo Ø 1½"", reacomodado con medios MANUALES y compactado al 100% mínimo del ensayo del proctor modificado, según normas para la construcción de pavimentos del INVIAS, y todo lo necesario para su co",2024-08-30 07:00:00,2024-09-21 17:00:00
"      Suministro, transporte y colocación de subbase granular de máximo Ø 2½"", reacomodado con medios mecánicos y compactado al 100% mínimo del ensayo del proctor modificado según normas para la construcción de pavimentos del INVIAS. Incluye todo lo necesario p",2024-08-30 07:00:00,2024-09-21 17:00:00
"      Suministro, transporte y colocación de TRITURADO de 3/4 "" (19mm) y 1"" (25mm) para construcción de CIMENTACIÓN TIPO C1. Incluye transporte interno y todo lo necesario para su correcta instalación.",2024-08-30 07:00:00,2024-09-21 17:00:00
  CARGUE Y TRANSPORTE MANUAL,2024-08-30 07:00:00,2024-09-21 17:00:00
"    CARGUE MECANICO, TRANSPORTE Y BOTADA DE ESCOMBROS, incluye, el cargue con máquina, repaleo, transporte interno y externo y botada de material tipo escombro en los sitios donde lo indique la interventoría y su medida será en el sitio.",2024-08-30 07:00:00,2024-09-21 17:00:00
  ACARREOS,2024-08-30 07:00:00,2024-09-21 17:00:00
"    Acarreo interno de materiales en condiciones de fácil acceso, 0 - 100 metros",2024-08-30 07:00:00,2024-09-21 17:00:00
"    Acarreo interno de materiales para lugares de dificil acceso, pendiente, escalas y senderos en piedra o en tierra. Entre 0 a 100 m. (Incluye cargue, suministro y llenado de canecas de 5 galónes)",2024-08-30 07:00:00,2024-09-21 17:00:00
  REDES RESIDUALES,2024-08-30 07:00:00,2024-09-21 17:00:00
    Red residual interna (sotano),2024-08-30 07:00:00,2024-09-21 17:00:00
"      Suministro, transporte e instalación de TUBERÍA PVC-SANITARIA, COLGADA O EN BAJANTE con un DIÁMETRO DE 3"", de aguas residuales. Incluye suministro y transporte de los materiales, bocas, accesorios, pegante, limpiador, wash primer, acabado en esmalte mate,",2024-09-01 07:00:00,2024-09-21 17:00:00
"      Suministro, transporte e instalación de TUBERÍA PVC-SANITARIA, COLGADA O EN BAJANTES con un DIÁMETRO DE 4"", agua RESIDUAL. Incluye suministro y transporte de los materiales, bocas, accesorios, pegante, limpiador, wash primer, acabado en esmalte mate, colo",2024-09-01 07:00:00,2024-09-21 17:00:00
"      Suministro, transporte e instalación de TUBERÍA PVC-SANITARIA, con un DIÁMETRO DE 4"", para aguas residuales o lluvia ENTERRADA y/o EMPOTRADA por losas. Incluye suministro y transporte de los materiales, accesorios, pegante, limpiador y todos los elementos",2024-08-30 07:00:00,2024-09-21 17:00:00
"      Suministro, transporte e instalación de TUBERÍA PVC-SANITARIA, COLGADA O EN BAJANTES con un DIÁMETRO DE 6"", agua RESIDUAL O LLÚVIA. Incluye suministro y transporte de los materiales, bocas, accesorios, pegante, limpiador, wash primer, acabado en esmalte m",2024-09-01 07:00:00,2024-09-21 17:00:00
"      Suministro, transporte e instalación de TUBERÍA PVC-SANITARIA, con un DIÁMETRO DE 6"", para aguas residuales o lluvia ENTERRADA y/o EMPOTRADA por losas. Incluye suministro y transporte de los materiales, accesorios, pegante, limpiador y todos los elementos",2024-08-30 07:00:00,2024-09-21 17:00:00
"      Suministro, transporte e instalación de TUBERÍA PVC-NOVAFORT, con un DIÁMETRO DE 200 mm. Incluye suministro y transporte de los materiales, bocas, accesorios, acondicionador de superficie y adhesivo Novafort y todos los elementos necesarios para su correc",2024-08-30 07:00:00,2024-09-21 17:00:00
"      Suministro, transporte e instalación de TUBERÍA PVC-VENTILACIÓN, con un DIÁMETRO DE 3"", para bajantes de aguas lluvias o reventilación. Incluye suministro y transporte de los materiales, bocas, accesorios, pegante, limpiador, wash primer, acabado en esmal",2024-09-01 07:00:00,2024-09-21 17:00:00
"      Suministro, transporte e instalación de TUBERÍA PVC-VENTILACIÓN, con un DIÁMETRO DE 4"", para bajantes de aguas lluvias o reventilación. Incluye suministro y transporte de los materiales, bocas, accesorios, pegante, limpiador, wash primer, acabado en esmal",2024-09-01 07:00:00,2024-09-21 17:00:00
    OBRAS COMPLEMENTARIAS RESIDUALES,2024-09-01 07:00:00,2024-09-21 17:00:00
"      Construcción de cajas de registro de 60 x 60 x altura hasta 120 cm. en concreto de 21Mpa. con impermeabilizante integral tipo Sika o equivalente, con concrefibra el piso y tapa en concreto, la tapa con su respectivo herraje. Incluye suministro, transporte",2024-09-13 07:00:00,2024-09-21 17:00:00
"      Suministro e instalación de abrazaderas diametro 3""",2024-09-01 07:00:00,2024-09-21 17:00:00
"      Suministro e instalación de abrazaderas diametro 4""",2024-09-01 07:00:00,2024-09-21 17:00:00
"      Suministro e instalación de abrazaderas diametro 6""",2024-09-01 07:00:00,2024-09-21 17:00:00
"      Suministro e instalación soporte vertical riel mecano + fijador 4""-3""-2"" pulgadas tuberia vertical",2024-09-01 07:00:00,2024-09-21 17:00:00
"      Suministro transporte y Pintura esmalte para TUBERIAS COLGANTES y BAJANTES de diferentes diámetros hasta 8"", color a definir por la Interventoria",2024-09-01 07:00:00,2024-09-21 17:00:00
"      Suministro e instalación de Empalme a caja, de bajantes de aguas residuales B.A.R. en sótano, incluye accesorios de tuberias, resane en la pared de la caja, transporte de materiales",2024-09-01 07:00:00,2024-09-21 17:00:00
"      Suministro, colocación e instalación de Empalme de bajantes B.A.R. a Tuberia P.V.C. Sanitaria Ø6"" provisional, colgada en sótano incluye accesorios (codos, unión, buje), las abrazaderas se pagan en su respectivo item y todo lo demás para su correcta ejecu",2024-09-01 07:00:00,2024-09-21 17:00:00
"      Remate de ventilación en diámetro 3"" en cubiertas, incluye todos los accesorios, codos, para su correcta instalación y funcionamiento. El sello a la cubierta se pagará en su respectivo item",2024-09-01 07:00:00,2024-09-21 17:00:00
"      Remate de ventilación en diámetro 4"" en cubiertas, incluye todos los accesorios, codos,para su correcta instalación y funcionamiento. El sello a la cubierta se pagará en su respectivo item",2024-09-01 07:00:00,2024-09-21 17:00:00
  AGUAS LLUVIAS,2024-09-01 07:00:00,2024-09-21 17:00:00
    Red ALL interna (sotano),2024-09-01 07:00:00,2024-09-21 17:00:00
"      Suministro, transporte e instalación de TUBERÍA PVC-SANITARIA, COLGADA O EN BAJANTES con un DIÁMETRO DE 6"", agua RESIDUAL O LLÚVIA. Incluye suministro y transporte de los materiales, bocas, accesorios, pegante, limpiador, wash primer, acabado en esmalte m",2024-09-01 07:00:00,2024-09-21 17:00:00
"      Construcción de cajas de registro de 60 x 60 x altura hasta 120 cm. en concreto de 21Mpa. con impermeabilizante integral tipo Sika o equivalente, con concrefibra el piso y tapa en concreto, la tapa con su respectivo herraje. Incluye suministro, transporte",2024-09-01 07:00:00,2024-09-21 17:00:00
"      Suministro, transporte e instalación de TUBERÍA PVC-SANITARIA, COLGADA O EN BAJANTE con un DIÁMETRO DE 3"", de aguas residuales. Incluye suministro y transporte de los materiales, bocas, accesorios, pegante, limpiador, wash primer, acabado en esmalte mate,",2024-09-01 07:00:00,2024-09-21 17:00:00
"      Suministro transporte y Pintura esmalte para TUBERIAS COLGANTES y BAJANTES de diferentes diámetros hasta 8"", color a definir por la Interventoria",2024-09-01 07:00:00,2024-09-21 17:00:00
  RED DE ABASTOS (edificio),2024-08-23 07:00:00,2024-10-21 17:00:00
    TUBERIA,2024-08-23 07:00:00,2024-09-21 17:00:00
"      Suministro, transporte e instalación de TUBERÍA PVC-PRESIÓN, con un DIÁMETRO DE 2"" RDE 21, 200 PSI. Incluye todos los accesorios en PVC de diámetro 2"" incluyendo todos los accesorios reducidos que se requieran para su correcta instalación y funcionamiento",2024-08-23 07:00:00,2024-09-21 17:00:00
"      Suministro, transporte e instalación de TUBERÍA PVC-PRESIÓN, con un DIÁMETRO DE 3"" RDE 21, 200 PSI. Incluye todos los accesorios en PVC de diámetro 3"" incluyendo todos los accesorios reducidos que se requieran para su instalación. Estos deberán estar corr",2024-08-23 07:00:00,2024-09-21 17:00:00
"      Suministro, transporte e Instalación de tubería PVC-P, RDE 21, 200 PSI, diámetro 1 1/2"", incluye todos los accesorios en PVC de diámetro 1 1/2"" incluyendo todos los accesorios reducidos que se requieran para su correcta instalación. Estos deberán estar co",2024-08-23 07:00:00,2024-09-21 17:00:00
    ACCESORIOS COMPLEMENTARIOS,2024-08-23 07:00:00,2024-10-21 17:00:00
"      Suministro, transporte e instalación de válvula compuerta marca RW 2"" o equivalente. Se entregará debidamente instalada sin presencia de fugas ni fisuras, sometida al sistema ya presurizado. Incluye todos los elementos requeridos para su correcta instalac",2024-09-14 07:00:00,2024-09-21 17:00:00
"      Suministro, transporte e instalación de válvula compuerta marca RW 3"" o equivalente. Se entregará debidamente instalada sin presencia de fugas ni fisuras, sometida al sistema ya presurizado. Incluye todos los elementos requeridos para su correcta instalac",2024-09-14 07:00:00,2024-09-21 17:00:00
"      Suministro, transporte e instalación de válvula compuerta marca RW 1 1/2"" o equivalente. Se entregará debidamente instalada sin presencia de fugas ni fisuras, sometida al sistema ya presurizado. Incluye todos los elementos requeridos para su correcta inst",2024-09-14 07:00:00,2024-09-21 17:00:00
"      Suministro, transporte e instalación de válvula compuerta marca RW 1"" o equivalente. Se entregará debidamente instalada sin presencia de fugas ni fisuras, sometida al sistema ya presurizado. Incluye todos los elementos requeridos para su correcta instalac",2024-09-14 07:00:00,2024-09-21 17:00:00
"      Suministro, transporte e instalación de válvula compuerta marca RW 3/4"" o equivalente. Se entregará debidamente instalada sin presencia de fugas ni fisuras, sometida al sistema ya presurizado. Incluye todos los elementos requeridos para su correcta instal",2024-09-14 07:00:00,2024-09-21 17:00:00
"      Suministro, transporte e instalación de válvula compuerta marca RW 1/2"" o equivalente. Se entregará debidamente instalada sin presencia de fugas ni fisuras, sometida al sistema ya presurizado. Incluye todos los elementos requeridos para su correcta instal",2024-09-14 07:00:00,2024-09-21 17:00:00
"      Suministro, transporte e instalación de válvula de retención (Cheque) 2"". Se entregará debidamente instalada en el sentido de flujo requerido en los diseños sin presencia de fugas ni fisuras, sometida al sistema ya presurizado. Incluye todos los elementos",2024-09-14 07:00:00,2024-09-21 17:00:00
"      Suministro, transporte e instalación de válvula de retención (Cheque) 3"". Se entregará debidamente instalada en el sentido de flujo requerido en los diseños sin presencia de fugas ni fisuras, sometida al sistema ya presurizado. Incluye todos los elementos",2024-09-14 07:00:00,2024-09-21 17:00:00
"      Tee en anillos principales Tee Ø3"" x Ø2 1/2"", Ø3"" x Ø2"", Ø3"" x Ø1 1/2"", Ø3"" x Ø1"",Ø3"" x Ø3/4"",Ø3"" x Ø1/2""",2024-08-23 07:00:00,2024-09-21 17:00:00
"      Tee en anillos principales Tee Ø2"" x Ø2"",Ø2"" x Ø1 1/2"", Ø2"" x Ø1"",Ø2"" x Ø3/4"",Ø2"" x Ø 1/2""",2024-08-23 07:00:00,2024-09-21 17:00:00
"      Suministro e instalación de abrazaderas diametro 2""",2024-08-23 07:00:00,2024-09-21 17:00:00
"      Suministro e instalación de abrazaderas diametro 3""",2024-08-23 07:00:00,2024-09-21 17:00:00
"      Suministro e instalación soporte vertical riel mecano + fijador 4""-3""-2"" pulgadas tuberia vertical",2024-09-22 07:00:00,2024-10-21 17:00:00
  OBRAS COMPLEMENTARIAS (edificio),2024-08-23 07:00:00,2024-09-21 17:00:00
"    Registro en cielo falso para válvulas, dimensiones 0.40m x 0.40m. Se deja etiqueta de localización de válvula.",2024-09-01 07:00:00,2024-09-21 17:00:00
"    Construcción de MUROS PARA BUITRONES EN DRYWALL 1/2"" una cara. Incluye estructura en perfil galvanizado de 6 cms, tornillos, bisel esquinero en PVC, acabado en pintura y todos los demás elementos necesarios para su correcta construcción y funcionamiento.",2024-09-01 07:00:00,2024-09-21 17:00:00
"    Suministro e instalación de cielo raso nuevo con lámina mineral color blanco de 1,24x0.62 m. y varillas de aluminio natural de 1"".",2024-09-01 07:00:00,2024-09-21 17:00:00
"    Recuperación e reinstalación de cielo raso existente con lámina mineral color blanco de 1,24x0.62 m. y varillas de aluminio natural de 1"".",2024-09-01 07:00:00,2024-09-21 17:00:00
"    Suministro transporte e instalación de sellos e impermeabilización de empates entre montantes y cubierta, aprobado por interventoria, no incluye manto o revestimientos adicionales , para este caso deberan ser conteplado en cada item adicional.",2024-09-01 07:00:00,2024-09-21 17:00:00
"    Construcción de MAMPOSTERÍA EN LADRILLO PARA REVOCAR O ENCHAPAR una cara o dos caras, DE 15 x 20 x 40 cm. ESPESOR DE 15 cm. Incluye el suministro y transporte del ladrillo, el mortero de pega 1:4 espesor max=0.01 m y todos los demás elementos necesarios p",2024-08-23 07:00:00,2024-09-21 17:00:00
"    Colocación de REVOQUE con mortero 1:4 IMPERMEABILIZADO con Sika 1 o equivalente, EN MUROS. Incluye suministro y transporte de los materiales, ranuras, filetes, y todos los demás elementos necesarios para su correcta construcción.",2024-08-23 07:00:00,2024-09-21 17:00:00
"    Colocación de ENCHAPE CERÁMICO PARED BLANCO DE 30 x 60 cm. Incluye suministro y transporte de los materiales, mortero adhesivo para enchapes tipo pegacor o equivalente, lechada preparada (boquilla) tipo concolor de sumicol o equivalente del mismo color de",2024-08-23 07:00:00,2024-09-21 17:00:00
"    RESANE Y REPINTE de PINTURA ACRÍLICA tipo Koraza o equivalente para exteriores (hidrorepelente) de primera calidad que cumpla con la Norma NTC 1335, 2 manos o las que sean necesarias para obtener una superficie pareja y homogénea, a satisfacción de la int",2024-08-23 07:00:00,2024-09-21 17:00:00
"    Aplicación de PINTURA EPOXIPOLIAMIDA BASE SOLVENTE EN MUROS (dos componentes proporción 1:3, no tóxica) tipo epoxiconstrucción de pintuco o equivalente de primera calidad, esmalte de poliuretano, semimate, sobre estuco plástico, 2 a 3 manos o las necesari",2024-08-23 07:00:00,2024-09-21 17:00:00
FASE 3,2024-09-23 07:00:00,2024-12-18 17:00:00
  FASE 3-1,2024-09-23 07:00:00,2024-10-22 17:00:00
    PRELIMINARES,2024-09-23 07:00:00,2024-09-30 17:00:00
"      Instalación de CERRAMIENTO PROVISIONAL en tela verde polietileno de alta densidad y resistencia 65 gr/m2 con una altura de 2,10 m, estacones de madera común para fijación vertical de altura de 2,50 m puesto mínimo cada 2,0 m y para apuntalamiento mínimo c",2024-09-23 07:00:00,2024-09-30 17:00:00
    DEMOLICIONES Y RETIROS,2024-09-23 07:00:00,2024-10-02 17:00:00
      DEMOLICIONES,2024-09-23 07:00:00,2024-10-02 17:00:00
"        DEMOLICIÓN ANDENES O PISOS, cargue, transporte y botada de escombros de ESPESOR MÁXIMO DE 0.25m en CONCRETO. Incluye retiro de cordones, retiro de enchape (baldosa, baldosín forros en arenón, madera, vinilo, granito esmerilado, concreto, pisos en gres, en",2024-09-23 07:00:00,2024-10-02 17:00:00
"        DEMOLICIÓN PAVIMENTO ASFÁLTICO (para brecha), cargue, transporte y botada de escombros, HASTA ESPESOR DE 4"". Incluye corte con máquina de disco según trazado y compresor neumático con martillo, además recuperación de los materiales aprovechables o su tran",2024-09-23 07:00:00,2024-10-02 17:00:00
    MOVIMIENTO DE TIERRAS,2024-09-25 07:00:00,2024-10-22 17:00:00
      EXCAVACIÓN,2024-09-25 07:00:00,2024-10-22 17:00:00
"        EXCAVACIÓN MANUAL de material heterogéneo DE 0-2 m., bajo cualquier grado de humedad. Incluye: roca descompuesta, bolas de roca de volumen inferior a 0.35 m³., el cargue, transporte interno y externo, botada de material proveniente de las excavaciones en ",2024-09-25 07:00:00,2024-10-22 17:00:00
"        EXCAVACIÓN MECÁNICA de material heterogéneo DE 0-2 m, bajo cualquier grado de humedad. Incluye: roca descompuesta, bolas de roca de volumen inferior a 0.35 m³., el cargue, transporte interno y externo y botada de material proveniente de las excavaciones e",2024-09-25 07:00:00,2024-10-22 17:00:00
"        EXCAVACIÓN MECÁNICA de material heterogéneo DE 2-4 m, bajo cualquier grado de humedad. Incluye: roca descompuesta, bolas de roca de volumen inferior a 0.35 m³., el cargue, transporte interno y externo y botada de material proveniente de las excavaciones e",2024-09-25 07:00:00,2024-10-22 17:00:00
"        EXCAVACIÓN EN ROCA con CUÑA HIDRÁULICA. Incluye perforaciones con taladro neumático rotopercutor de 2"" de diámetro, desembombe, transporte interno y acopio donde lo indique la interventoría y todos los demás elementos necesarios para su correcta ejecución",2024-09-25 07:00:00,2024-10-22 17:00:00
"        Construcción de ENTIBADO TEMPORAL en tablón de madera (6 usos), bajo cualquier altura y grado de humedad. Incluye suministro, transporte y colocación de elementos en madera, el cargue, transporte interno y externo y botada de material sobrantes en los sit",2024-09-25 07:00:00,2024-10-22 17:00:00
"        Suministro, transporte e instalación de bomba sumergible para aguas lluvias 3/4HP descarga de 3"", incluye cheque mipel de 3"" universal, flotador eléctrico mércury o similar, arrancador termomagnético, alarma para mal funcionamiento de bomba, accesorios el",2024-09-25 07:00:00,2024-10-22 17:00:00
      LLENOS,2024-09-25 07:00:00,2024-10-22 17:00:00
"        LLENOS EN ARENILLA, compactados mecánicamente hasta obtener una densidad del 98% de la máxima obtenida en el ensayo del Próctor modificado. Incluye el suministro, transporte, colocación de la arenilla, la compactación de la misma y transporte interno. Y s",2024-09-25 07:00:00,2024-10-22 17:00:00
"        LLENOS EN MATERIAL PROVENIENTES DE LA EXCAVACIÓN, compactados mecánicamente hasta obtener una densidad del 95% de la máxima obtenida en el ensayo del próctor modificado. Incluye transporte interno. Su medida será en sitio ya compactado.",2024-09-25 07:00:00,2024-10-22 17:00:00
"        Suministro, transporte y colocación de base granular de máximo Ø 1½"", reacomodado con medios MANUALES y compactado al 100% mínimo del ensayo del proctor modificado, según normas para la construcción de pavimentos del INVIAS, y todo lo necesario para su co",2024-09-25 07:00:00,2024-10-22 17:00:00
"        Suministro, transporte y colocación de subbase granular de máximo Ø 2½"", reacomodado con medios mecánicos y compactado al 100% mínimo del ensayo del proctor modificado según normas para la construcción de pavimentos del INVIAS. Incluye todo lo necesario p",2024-09-25 07:00:00,2024-10-22 17:00:00
"        Suministro, transporte y colocación de TRITURADO de 3/4 "" (19mm) y 1"" (25mm) para construcción de CIMENTACIÓN TIPO C1. Incluye transporte interno y todo lo necesario para su correcta instalación.",2024-09-25 07:00:00,2024-10-22 17:00:00
    CARGUE Y TRANSPORTE MANUAL,2024-09-25 07:00:00,2024-10-22 17:00:00
"      CARGUE MECANICO, TRANSPORTE Y BOTADA DE ESCOMBROS, incluye, el cargue con máquina, repaleo, transporte interno y externo y botada de material tipo escombro en los sitios donde lo indique la interventoría y su medida será en el sitio.",2024-09-25 07:00:00,2024-10-22 17:00:00
    ACARREOS,2024-09-25 07:00:00,2024-10-22 17:00:00
"      Acarreo interno de materiales en condiciones de fácil acceso, 0 - 100 metros",2024-09-25 07:00:00,2024-10-22 17:00:00
"      Acarreo interno de materiales para lugares de dificil acceso, pendiente, escalas y senderos en piedra o en tierra. Entre 0 a 100 m. (Incluye cargue, suministro y llenado de canecas de 5 galónes)",2024-09-25 07:00:00,2024-10-22 17:00:00
    CONCRETO (TANQUE),2024-10-03 07:00:00,2024-10-22 17:00:00
"      Colocación de concreto de 14 Mpa para SOLADO, con un espesor DE 0.05 m. Incluye el suministro y el transporte del concreto y todos los demás elementos necesarios para su correcta construcción, incluye acarreo interno.",2024-10-03 07:00:00,2024-10-22 17:00:00
"      Construcción de LOSA MACIZA en concreto premezclado de 21 MPa., con un ESPESOR DE 0.20 m. Incluye suministro, transporte, bombeo con Auto bomba y la colocación del concreto, formaleta Súper ""T"" de 19 mm. o su equivalente, aristas biseladas, vibrado, prote",2024-10-03 07:00:00,2024-10-22 17:00:00
"      Construcción de LOSA DE FUNDACIÓN para tanque en concreto de 21 Mpa. con un espesor de 0.20m. Incluye vigas profundas de e=0,40m, suministro, transporte e instalación del concreto, mano de obra, vibrado, protección y curado, para estructuras de acuerdo co",2024-10-03 07:00:00,2024-10-22 17:00:00
"      Pases en losas de concreto con taladro para tubería de diámetro 2"". Incluye Perforacion y sello con mortero para pasante de tuberia de 3/4"" a 6""",2024-10-03 07:00:00,2024-10-22 17:00:00
"      Suministro, transporte y construcción de muros y losa superior cuarto de máquinas en concreto de 4,000 psi impermeabilizado e=15 cm. No incluye el refuerzo.",2024-10-03 07:00:00,2024-10-22 17:00:00
"      Construcción de Recinte en concreto de 21 Mpa ciclopéo 50% piedra, espesor 20/30 cm. Incluye todo lo necesario para su correcta construcción",2024-10-03 07:00:00,2024-10-22 17:00:00
"      Construcción de ANCLAJE EPÓXICO sobre estructura de concreto existente para varillas de acero de diámetro hasta 1/2"", incluye el suministro, transporte e instalación del epóxico, perforación mecánica del concreto con broca de diámetro 5/8"" mas del diámetr",2024-10-03 07:00:00,2024-10-22 17:00:00
"      Construcción de CÁRCAMO en concreto de 21 Mpa., con un ANCHO DE 0.30 m libres, ALTURA MÁXIMA DE 0.60 m libre, PAREDES Y PISOS DE 0.10 m de espesor, tapa para cárcamo de 0.40 m * 0.50 m reforzada. Incluye suministro, transporte y colocación del concreto, a",2024-10-03 07:00:00,2024-10-22 17:00:00
    ACERO DE REFUERZO (TANQUE),2024-10-03 07:00:00,2024-10-22 17:00:00
"      Suministro, transporte e instalación de ACERO DE REFUERZO FIGURADO FY= 420 Mpa-60000 PSI, corrugado. Incluye transporte con descarga, transporte interno, alambre de amarre, certificados y todos los elementos necesarios para su correcta instalación, según ",2024-10-03 07:00:00,2024-10-22 17:00:00
    AGUAS LLUVIAS,2024-09-25 07:00:00,2024-10-22 17:00:00
      Red ALL externa ,2024-09-25 07:00:00,2024-10-22 17:00:00
"        Suministro, transporte e instalación de TUBERÍA PVC-SANITARIA, con un DIÁMETRO DE 6"", para aguas residuales o lluvia ENTERRADA y/o EMPOTRADA por losas. Incluye suministro y transporte de los materiales, accesorios, pegante, limpiador y todos los elementos",2024-09-25 07:00:00,2024-10-22 17:00:00
    RED DE ABASTOS (edificio a tanque),2024-09-25 07:00:00,2024-10-22 17:00:00
      TUBERIA,2024-09-25 07:00:00,2024-10-22 17:00:00
"        Suministro, transporte e instalación de TUBERÍA PVC-PRESIÓN, con un DIÁMETRO DE 4"" RDE 21, 200 PSI. Incluye todos los accesorios en PVC de diámetro 4"" incluyendo todos los accesorios reducidos que se requieran para su instalación. Estos deberán estar corr",2024-09-25 07:00:00,2024-10-22 17:00:00
"        Suministro, transporte e instalación de TUBERÍA PVC-PRESIÓN, con un DIÁMETRO DE 2"" RDE 21, 200 PSI. Incluye todos los accesorios en PVC de diámetro 2"" incluyendo todos los accesorios reducidos que se requieran para su correcta instalación y funcionamiento",2024-09-25 07:00:00,2024-10-22 17:00:00
"        Suministro, transporte e instalación de TUBERÍA PVC-PRESIÓN, con un DIÁMETRO DE 3"" RDE 21, 200 PSI. Incluye todos los accesorios en PVC de diámetro 3"" incluyendo todos los accesorios reducidos que se requieran para su instalación. Estos deberán estar corr",2024-09-25 07:00:00,2024-10-22 17:00:00
      ACCESORIOS COMPLEMENTARIOS,2024-09-25 07:00:00,2024-10-22 17:00:00
"        Suministro, transporte e instalación de válvula compuerta marca RW 2"" o equivalente. Se entregará debidamente instalada sin presencia de fugas ni fisuras, sometida al sistema ya presurizado. Incluye todos los elementos requeridos para su correcta instalac",2024-09-25 07:00:00,2024-10-22 17:00:00
"        Suministro, transporte e instalación de válvula compuerta marca RW 3"" o equivalente. Se entregará debidamente instalada sin presencia de fugas ni fisuras, sometida al sistema ya presurizado. Incluye todos los elementos requeridos para su correcta instalac",2024-09-25 07:00:00,2024-10-22 17:00:00
"        Suministro, transporte e instalación de válvula compuerta marca RW 4"" o equivalente. Se entregará debidamente instalada sin presencia de fugas ni fisuras, sometida al sistema ya presurizado. Incluye todos los elementos requeridos para su correcta instalac",2024-09-25 07:00:00,2024-10-22 17:00:00
"        Suministro, transporte e instalación de válvula de retención (Cheque) 2"". Se entregará debidamente instalada en el sentido de flujo requerido en los diseños sin presencia de fugas ni fisuras, sometida al sistema ya presurizado. Incluye todos los elementos",2024-09-25 07:00:00,2024-10-22 17:00:00
"        Suministro, transporte e instalación de válvula de retención (Cheque) 3"". Se entregará debidamente instalada en el sentido de flujo requerido en los diseños sin presencia de fugas ni fisuras, sometida al sistema ya presurizado. Incluye todos los elementos",2024-09-25 07:00:00,2024-10-22 17:00:00
    TANQUE/BOMBA,2024-10-08 07:00:00,2024-10-22 17:00:00
"      Suministro, transporte e instalación de tanque de almacenamiento horizontal en plástico o polietileno de alta resistencia volumen 45.000 litros. Incluye válvulas de drenaje, flotador y demás elementos para su correcta ejecución.",2024-10-08 07:00:00,2024-10-22 17:00:00
"      Sistema de bombeo, el cual consta de 2 BOMBAS DE 10HP, UNA DE RESPALDO. CARACTERÍSTICAS BOMBAS: Q=6.73 l/S ALTURA DINÁMICA=65m.c.a Marca IHM 950220CU-1 VOLUMEN: HIDROACUMULADOR=500litros LA500. BOMBAS CON VARIADOR DE VELOCIDAD. Incluye tablero de control ",2024-10-08 07:00:00,2024-10-22 17:00:00
"      Suministro, transporte e instalación de acometida eléctrica para cuarto de bombas. Incluye materiales, transporte e instalación de acometida secundaria 3x6+8+10 libre de halógenos y tubería IMC de 1 1/4"" con sus accesorios necesarios ara su correcta nstal",2024-10-08 07:00:00,2024-10-22 17:00:00
"      Suministro, transporte e instalación de tablero trifásico de 12 circuitos y protecciones de 3X63A (1) y 3x30A (2)",2024-10-08 07:00:00,2024-10-22 17:00:00
  FASE 3-2,2024-10-22 07:00:00,2024-12-18 17:00:00
    PRELIMINARES,2024-10-22 07:00:00,2024-10-29 17:00:00
"      LOCALIZACIÓN, TRAZADO Y REPLANTEO. Se utilizará personal experto con equipo de precisión. Se hará con la frecuencia que lo indique la interventoría. Incluye demarcación con pintura, línea de trazado, corte de piso, libretas y planos.",2024-10-22 07:00:00,2024-10-29 17:00:00
    DEMOLICIONES Y RETIROS,2024-10-22 07:00:00,2024-11-20 17:00:00
      DEMOLICIONES,2024-10-22 07:00:00,2024-11-20 17:00:00
"        DEMOLICIÓN ANDENES O PISOS, cargue, transporte y botada de escombros de ESPESOR MÁXIMO DE 0.25m en CONCRETO. Incluye retiro de cordones, retiro de enchape (baldosa, baldosín forros en arenón, madera, vinilo, granito esmerilado, concreto, pisos en gres, en",2024-10-22 07:00:00,2024-11-20 17:00:00
"        DEMOLICIÓN PAVIMENTO ASFÁLTICO (para brecha), cargue, transporte y botada de escombros, HASTA ESPESOR DE 4"". Incluye corte con máquina de disco según trazado y compresor neumático con martillo, además recuperación de los materiales aprovechables o su tran",2024-10-22 07:00:00,2024-11-20 17:00:00
"        DEMOLICIÓN PISO EN CONCRETO de cualquier resistencia con espesor hasta de 12 cm, manual o mecánicamente. Incluye cargue, transporte y botada de escombros, retiro de refuerzo e instalaciones embebidas, compresor neumático con martillo, además recuperación ",2024-10-22 07:00:00,2024-11-20 17:00:00
      RETIROS,2024-11-01 07:00:00,2024-11-20 17:00:00
"        RETIRO Y DEMOLICIÓN CAMARA DE INSPECCIÓN cargue, transporte y botada de escombros, manual o mecánicamente, de cualquier resistencia, reforzado o ciclópeo, y en cualquier clase de estructura. Incluye retiro de refuerzo y cualquier tipo de acabado (revoques",2024-11-01 07:00:00,2024-11-20 17:00:00
    MOVIMIENTO DE TIERRAS,2024-11-01 07:00:00,2024-11-30 17:00:00
      EXCAVACIÓN,2024-11-01 07:00:00,2024-11-30 17:00:00
